id	likesCount	profilePictureurl	ownerusername	statements	postUrl	comments	timestamp	label
Y29tbWVudDozNzgyMjExNDA1MzgyNjU0XzQyMTIwMzE5MDI2NTY1OQ==	4	https://scontent-mct1-1.xx.fbcdn.net/v/t39.30808-1/342894814_904641770593194_6934543178322447636_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=s6v-kAa76PUQ7kNvgFXqcoi&_nc_ht=scontent-mct1-1.xx&oh=00_AYBiBataghI8n_EqCx1vl49ob1afAod5UMHOfHTnMLBsfQ&oe=666BE86C	Thomas Wilder	Amy’s page won’t let me post pictures, so I’m posting here…Klobuchar, Ellison and Flanagan…which is it Amy Klobuchar?????   You never let a tragedy go to waste.	https://www.facebook.com/permalink.php?story_fbid=pfbid02ZTsbKhi7uExQz5wXZyZif1HbrPVkmMconjsHiz76RireB2hijgGfXedf2ahBcoaCl&id=100007814959296	Walz, Ellison and Moriority all have blood on their hands. They should all resign because of their actions. Klobuchar and Smith need the broom too! Omar needs a ticket back home.	2024-02-19T14:53:16.000Z	fake
Y29tbWVudDozNzgyMjExNDA1MzgyNjU0XzI2MDQ4NTAyMzMwMjI4NzM=	2	https://scontent-mct1-1.xx.fbcdn.net/v/t39.30808-1/290297279_5767883476572329_8636613570613926269_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=fumZVWJWVToQ7kNvgHrGUcN&_nc_ht=scontent-mct1-1.xx&oh=00_AYA2ch9dDR_AExY4do5TtV-yF4vrM5bbrq01caUs15V7aw&oe=666BD26F	Susan Turner	Amy’s page won’t let me post pictures, so I’m posting here…Klobuchar, Ellison and Flanagan…which is it Amy Klobuchar?????   You never let a tragedy go to waste.	https://www.facebook.com/permalink.php?story_fbid=pfbid02ZTsbKhi7uExQz5wXZyZif1HbrPVkmMconjsHiz76RireB2hijgGfXedf2ahBcoaCl&id=100007814959296	Thanks for posting, Jane. My only assumption is that ballot harvesting was the result of this past election. I simply cannot believe ANYONE in this state would vote these people into office, again.	2024-02-19T14:53:08.000Z	fake
Y29tbWVudDozNzgyMjExNDA1MzgyNjU0XzczMjQzMTExMzQzNjA5MDg=	3	https://scontent-mct1-1.xx.fbcdn.net/v/t39.30808-1/447778590_10229038461938574_220519220442051313_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=GFVkjoyrblMQ7kNvgHT0IUj&_nc_ht=scontent-mct1-1.xx&oh=00_AYBYjw17M0idRn4vFZN0cPvssRRPN2ohGfHa6eVkc7WTew&oe=666BE1F0	Amy Jackson Gafkjen	Amy’s page won’t let me post pictures, so I’m posting here…Klobuchar, Ellison and Flanagan…which is it Amy Klobuchar?????   You never let a tragedy go to waste.	https://www.facebook.com/permalink.php?story_fbid=pfbid02ZTsbKhi7uExQz5wXZyZif1HbrPVkmMconjsHiz76RireB2hijgGfXedf2ahBcoaCl&id=100007814959296	This is so tragic… something has to be done!  These politicians need to be held accountable	2024-02-19T14:36:02.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMjg4NDA0MTI3NjE1NjM1	42	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/436336667_10225813174736214_5739915054424163422_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=WWn8V-hKZ6IQ7kNvgFFii1G&_nc_ht=scontent-mia3-2.xx&oh=00_AYDOOOWS7J1YkNoQHIiElRhdyTDAemOHmcafJq1A5F6TdA&oe=666BF433	Jenness Brown Thomson White	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	They should be insured!	2024-03-28T02:30:25.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTM5Nzk0NDQ2Nzc2MDM5NQ==	5	https://scontent-mia3-2.xx.fbcdn.net/v/t1.6435-1/58660727_10156706326302182_4888939690826137600_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=4gr7lemKw30Q7kNvgHeeiJ3&_nc_ht=scontent-mia3-2.xx&oh=00_AYBsZutliALeEd8lNXl7z7lhMTY6F_Fg6sYssXiHOO-SaA&oe=668D61C2	Candice Bray Badgett	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	They are so quick to give our money away to everything and everyone but us!!! Let the ships insurance pay for it.	2024-03-29T21:20:59.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTQ3NDU5MzgwNjUxODU4NQ==	73	https://scontent-mia3-1.xx.fbcdn.net/v/t1.6435-1/149050803_3727709213978331_3180459860946613869_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=FLfGSIu3UiMQ7kNvgE6lQbO&_nc_ht=scontent-mia3-1.xx&oh=00_AYBdcl-65Dpi9UQnTINSuOywFyxNjoD0yYaOSheFMiI-4w&oe=668D7C79	Elmer McDivitt	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Think about it what a money laundering opportunity for the bidens and cronies	2024-03-28T01:29:34.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfODg4MTE5MzIyOTk4Nzc3	74	https://scontent-mia3-1.xx.fbcdn.net/v/t1.6435-1/149076769_3876666095689166_2286761663236000951_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Vn_gqvBiJD4Q7kNvgEHqJ6H&_nc_ht=scontent-mia3-1.xx&oh=00_AYADWRndaqRUL2lD5uBWhYfrv-UTO5T3H1gc2maEhiGrMg&oe=668D69CF	Richard Perkins	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Not a tax payer problem until all other avenues have been exhausted. 😡	2024-03-27T23:29:57.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNDI3MTc2OTQ2NTIxNTQw	74	https://scontent-mia3-2.xx.fbcdn.net/v/t1.6435-1/185025327_4642621672431512_906005410544157656_n.jpg?stp=c0.5.32.32a_cp0_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=F9JS5q3gr9oQ7kNvgE9tJKM&_nc_ht=scontent-mia3-2.xx&oh=00_AYCmaIcjtTyxEaJvmEseIQnV87DtqcqA4OAvIzfxXeIMfw&oe=668D8436	Nancy Dahm Mayo	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	It shouldn't cost us anything.  Let those that damaged it pay for the rebuild.	2024-03-27T23:23:53.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTM3NTAxNTgxOTg1NjA3Mg==	6	https://scontent-mia3-1.xx.fbcdn.net/v/t31.18172-1/905882_828019470565662_5251841815860511928_o.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=x75fEV7THYYQ7kNvgHa3cCi&_nc_ht=scontent-mia3-1.xx&oh=00_AYCcNXPFwHXpV6QXUYMwKGVaFeysYA0LXjPqXbkIRcF0oQ&oe=668D8A1C	Rita Lindell	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	That bridge has insurance!!!!!	2024-03-28T00:48:43.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNDQ3ODIxODgxMDIwNzcx	64	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/429754109_8099328690083003_4690754257778863311_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=bpLk0mW7eRgQ7kNvgGBVPY4&_nc_ht=scontent-mia3-2.xx&oh=00_AYDKSPN29891jwEeK2nfNxyptas7QQZVujMFFIa5X1imDg&oe=666BD1F4	Janice Dumsick Spyker	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Why should the American taxpayers have to pay for it we didn’t destroy it	2024-03-27T23:28:11.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNzg5NzQyMDI5MjEwODcy	77	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/441925800_1643821643051204_7017220512876445503_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=JgQSUNAEcCoQ7kNvgH6bdHM&_nc_ht=scontent-mia3-2.xx&oh=00_AYCwJ0iK4KtVyA-CJ1I4cejomhu813oyya8Hz4ynZHZf6w&oe=666BDD94	Lisa Mulholland	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Think about why he said it? They are avoiding an investigation!  I believe this was done on purpose by cyber attacks to the ships power supply. This whole thing doesn't feel right. 😕	2024-03-27T23:33:59.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNDUwNDY5MjQ0MDgwNjA2	3	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/317080656_104583172490554_233307947583983989_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=4Jo1BgoXVe0Q7kNvgEYzPTT&_nc_ht=scontent-mia3-2.xx&oh=00_AYBkp1kNv7AwUmMFr8KE5k9erJ2Emn4kCCm-ytYpB63jlQ&oe=666BEA37	Roy Andersen	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	I'm sure Brittania P&L will dispute the claim, and try and put it off on the Baltimore pilot(10 years experience) and the apprentice that started in February. Had these ships been guided by tugs, this probably wouldn't have happened. Thier procedure is to drop anchor? To late.	2024-03-28T12:48:15.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTM0NTY4MzMwOTQ1OTkyMQ==	17	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/404327538_10228822142312451_5967127364042697219_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=IL_taEwcJs8Q7kNvgEOhNQ1&_nc_ht=scontent-mia3-2.xx&oh=00_AYBg-Z5X7LGgWWXQCdnjNaduCb3kh5KsHQ20hahjBqns_A&oe=666BEC15	Christine Huchra Lehman	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Notice how it had power, but then lost power and hit the bridge and low and behold it got power again	2024-03-28T00:10:53.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfODY3NTg1NTM1MTI4ODU5	8	https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/444151909_3737282229843114_1593792015111808210_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=rdAEMUtTraoQ7kNvgF0pPgu&_nc_ht=scontent-mia3-1.xx&oh=00_AYDRz0bdENnY4vWQxik1ROEBcM2656lPx1LAfvt9AUcQgg&oe=666BE60C	Valerie Martin	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Of course he did - were y’all expecting him to NOT say that????	2024-03-27T23:39:26.000Z	fake
